CodeRef;Code;trad_French;txt_cleaned;CodeGpt;ClaSon_raw_ens;ClaSon_conf_ens;TRUE_ClaSon;length_report;Valeur_Dream;Wake_Dream;Git_raw;Git_conf;ClaSon=Git;TRUE_Claude_Haiku 4.5;Gem;Gem_conf;TRUE_Gemini_Pro 3.1;SonnetGitCelia;SonnetGitCelia_conf;True_Claude_Sonnet 4.6;ClaSon=ClaGitCelia;Justif_compar_sonnet;Clas_Enzo;Confidence_Enzo;True_Human_expert;Justification_Enzo;Conf_Humanlike_ClaudeSonnetGitCelia;Enzo=Claude;conf claude erreur;True_Elce_Weight;;;Models;nmbr fautes;% de fautes ;moyenne conf;conf erreur;median erreur;median ;txt_length_errors;%Accuracy;;;;;;;;
DL093;;;Stavo guardando video su TikTok mentre fumavo una sigaretta, quindi effettivamente ero in relax, con un po' di pensieri sul lavoro perché devo finire delle cose entro venerdì, quindi c'è questo pensiero fisso, ma in generale oggi, essendo festa, sono rilassato, sono tranquillo. Insomma, non ho pensato a niente in particolare oggi, ecco.;2205;;;;338;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL029;;;Pensavo di dover andare a lavorare perché ero reperibile, miei colleghi mi avevano pre-allertata che c'era un'urgenza, in realtà sono riusciti a finirla loro, quindi abbiamo finito di cenare, io sto un attimino riassettando casa, e mentre [NAME1] e [NAME2], mia figlia, mi stanno aspettando sul divano con la scelta di un film per concludere la serata.;2206;;;;352;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL109;DL109;;La mamma del mio ragazzo, sia come sarebbe stata se stesse ancora male e non fosse morta. ;2207;;;;90;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL110;;;Ho pensato a cosa dovrei fare. Se fare la doccia o no prima di cena perché non ho ancora mangiato... a quanta fame ho e se avrei preso freddo o meno a tornare così tardi, forse ero vestita un po' leggera e vorrei tanto leggere però mi sembra già tardi, quindi sostanzialmente a come e a quanto sono stanca perché non mi sento stanca ma so che sono stanca. Quindi insomma, cose del genere. ;2208;;;;389;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL080;DL080;;Giocavo a acchiapparella con mio fratello.;2209;;;;42;1;1;;;;;;;;D;72;0;0;;;;;;2;;;0;;;;;;;;;;;;;;;;;;;
XDL196;DL196;;C'era la morte di un bambino piccolo. Ma non era stata, ecco, una morte angosciosa. Una morte che avevo vissuto non tranquillamente, ma come una cosa naturale.;2210;;;;159;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL171;;;"Ho guardato la serie tv ""The Watcher"" dal letto in camera mia dalla tv, questo generalmente. La serie mostrava come la coppia di protagonisti stesse cercando di individuare il colpevole di una serie potremmo dire di atti di infrazione nella loro casa. Per cui, tra l'altro, la scrittura di lettere minatorie. E pensavano di averlo individuato nella agente immobiliare, nonché amica di vecchia data della co-protagonista, cioè la moglie nella famiglia. E poi però questo diciamo flusso di eventi viene interrotto da una scoperta scioccante, ovvero che nella casa e nello specifico nel seminterrato, era presente un passaggio segreto che portava a un tunnel. Un tunnel probabilmente creato durante il proibizionismo degli anni venti del novecento. E che porta non si sa bene dove. La coppia di protagonisti si incammina con la torcia, presi dall'impeto all'interno del tunnel, dove a un certo punto prendono molta paura, scorgendo una figura vestita di nero che scappava, che vedendoli, scappa nell'altra direzione. Ovviamente. L'episodio poi si è concluso, io ho messo in pausa e mi sono messo a registrare e più o meno è questo che ho fatto.";2211;;;;1141;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL101;;;Sono stato a simulare il discorso per domattina e non ho troppa ansia il fatto è che l’ho ripetuto tanto ho avuto buoni feedback da parte dei colleghi e delle persone che mi hanno ascoltato e oltre a questo sono stato un pochino a scuola oggi, ho fatto due ore e due ore, quindi sono stato con i bambini, poi sono tornato qua ho dato da mangiare a mia nonna e ho preparato alcune cose, nel mentre chiaramente ho parlato tantissimo sia della simulazione che di altre cose. E niente mi sento abbastanza tranquillo, domani devo fare molto bene la cosa non mi dà particolarmente ansia e ho visto prima un documentario di Alain Resnais “Notte e nebbia” sui campi di concentramento perché è il giorno della memoria. Niente sono abbastanza tranquillo ora andrò a mangiare e si vede per domani notte.;2212;;;;792;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL114;;;Sto facendo la spesa online mi sto annoiando tantissimo però finalmente ho finito ora sto per premere il tasto di avvio del pagamento e niente spero di cambiare attività. ;2213;;;;171;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL083;;;Ho pensato al fatto che mi sono infortunato al ginocchio non oggi ma l’altra settimana, due settimane fa in realtà e ho pensato a questo perché sono andato poco fa a farmi visitare da un dottore che appunto mi ha dato degli esercizi da fare per rinforzare la muscolatura del ginocchio e stavo pensando quindi anche a questo a quando fare questi esercizi e come farli. Poi ho pensato a quanto durerà questa riabilitazione diciamo perché appunto mi impedisce di poter correre dato che faccio atletica e quindi niente è una scocciatura. E poi ho pensato alla mia nonna che ha avuto diciamo un problema agli occhi ultimamente e che oggi aveva fatto delle visite e quindi insomma ho pensato a lei che domani tra l’altro ho avuto conferma salirà qui a [PLACE1] perché non è di [PLACE1] mi sto intortando perché sto pensando troppo e niente. Quindi riassumendo ho pensato al ginocchio e agli esercizi per il ginocchio, all’atletica e alla mia nonna che appunto ha avuto questo problema agli occhi e domani verrà qui a casa nostra a [PLACE1].;2214;;;;1034;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL047;;;Ho appena finito di parlare per un'ora e mezza, quindi sarò breve e conciso. Sono molto soddisfatto della mia giornata, sono molto soddisfatto dell'ultimo intervento, ho potuto parlare, mi hanno fatto delle domande interessanti, io ho dato delle risposte, spero, vagamente interessanti e adesso posso non fare una beata minchia per tutta la sera, quantomeno fino a domani posso non fare un cazzo ed è molto bello e boh, sono soddisfatto, sono contento di me stesso, sono genuinamente preso bene da come si è svolta la giornata, per quanto sia stata estremamente lunga. E non so, mi concedo un po' di stanchezza e un po' di difficoltà, anche ad elaborare il ciò che deve essere detto, ma no, sono semplicemente stanco. Però sono molto soddisfatto di me stesso... il mondo oggi sorride, chiede molto, ma sorride.;2215;;;;810;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL166;DL166;;"Allora si svolge nel cortile di casa mia, in particolare nel vialetto tra casa mia ed altre abitazioni. Ero a sedere su un muretto nella discesa del garage insieme alla mia vicina di casa e ad altre tre ragazze amiche del quartiere. Eravamo lì con un libro e una calcolatrice, e la segretaria della società di atletica dove mi alleno e che praticamente lei ci doveva far rifare l'esame di maturità però solo di italiano. Però in particolare era un esame di maturità strano perché a differenza del saggio breve, insomma, del tema da fare, dovevamo rispondere a dei quesiti su argomenti che noi avevamo studiato durante l'anno. Però, io quando apro il libro dico: ""Ma scusate, ma durante l'anno? Quando?"". Cioè nel senso io è una vita che non vado a scuola, quando abbiamo avuto il tempo, il modo di studiare queste cose? Fra l'altro c'erano delle domande in latino e io non capivo come risolvere questa cosa. Cioè era veramente arabo per me, altro che latino. Insomma, la professoressa ci dà il via. Insomma, la segretaria ci dà il via. E noi praticamente siamo lì che si scrive nome e cognome su un foglio e io all'inizio lo scrivo dentro il libro e faccio: ""Ma scusate, voi il foglio, dove l'avete preso?"" ""Ah no, ce l'ha dato la segretaria"". Allora vabbè, vado anch'io a prendere questo foglio, perché comunque in quel contesto, a differenza di un esame di maturità normale, posso muovermi. Vado a recuperare questo foglio bianco. E quindi sono qui che cerco di leggere le domande, ma già anche leggere è complicato perché poi è durante il tramonto. Ed è pieno di ragazzini che giocavano in cortile e quindi fanno casino. Sono lì che cerco di risolvere la cosa, urlo per farli stare zitti, ma non mi sentono. Allora disperata, tipo prendo il mio compitino, mi metto proprio in un angolino schiacciata per cercare il silenzio più totale e però il tempo passa, le persone aumentano, intorno a me nel cortile c'è sempre più casino e io non ho ancora risposto a una domanda. Allora disperata, miro verso la mia vicina di casa, li faccio: ""[NAME1] che cosa hai scritto a questa? Io non riesco proprio"". Cioè, non ero riuscita a tradurmi questa domanda o mi mancava totalmente metà, disperatissima, perché poi ci tenevo. E se avessi bocciato l'esame avrei dovuto ripetere l'anno. Comunque in ogni caso cercavo appunto una scappatoia per uscire da questo compito di italiano. E [NAME1] mi dice: ""Guarda io ho finito, ti lascio il libro lì in terra non ti far vedere che leggi le risposte"". Mi lascia lì, ma ha scritto tutto in latino e io non capisco niente. E anche a leggerlo con la voglia magari di vabbè, prendo magari uno spunto, poi sistemo le cose, dico insomma, cambio totalmente il testo, facendo vedere che comunque l'ho fatto io, proprio per prendere una traccia e invece non riesco proprio a capire niente. Solo che il tempo passa e scade il tempo. Bisogna consegnare e io tutto quello che ho scritto, è: il nome e cognome e cose totalmente a caso, proprio per non lasciare il il foglio in bianco ho scritto delle cose, ma che magari non c'entrano assolutamente niente con le domande. È stato un dramma. Ho consegnato il compito nel portone di casa.";2216;;;;3156;1;1;;;;;;;;D;85;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL051;;;"Sono andata a fare una passeggiata, dodici chilometri, all'aria aperta in mezzo alla natura, intorno qua al mio paese, e poi al rientro mi sono fermata a parlare in giardino con il mio amico con il quale abbiamo fatto la passeggiata, e diciamo che abbiamo affrontato temi piuttosto importanti come ad esempio la maternità, la fecondazione, la procreazione medicalmente assistita, perchè avendo avuto anche l'ovaio policistico, non avendo un ciclo regolare, diciamo che nel passato è sorta in me, e non nego che in parte ci sia sempre, la paura di non poter avere figli. Poi da un'amante come me dei bambini, insomma, la paura era tanta e il pensiero era veramente tanto grande ed insopportabile. Al momento diciamo che ci penso un pochettino meno perchè anche lavorativamente parlando non potrei, diciamo, permettermelo in questo momento perchè ho sempre un contratto a tempo determinato e quindi non ho neanche mai provato e non avendo provato quindi non ho potuto riscontrare la mia fertilità, no? La mia possibilità di rimanere incinta, se c'è appunto la possibilità, o se ripotrei riscontrare delle difficoltà, come mi è stato anche detto in passato. Quindi diciamo che al momento non ci voglio pensare e non mi voglio fasciare la testa prima del previsto. E niente, stavamo parlando di questo e poi altri temi importanti, diciamo, che abbiamo trattato e abbiamo anche parlato però della qualità del nostro sonno. Sia io che lui abbiamo un orologio che ci controlla i nostri movimenti, la qualità del sonno e che quindi quotidianamente ci riporta i dati del nostro sonno e stavamo un po' facendo un paragone fra i miei dati, riportati sul mio telefono, che i suoi dati e abbiamo notato quanto il mio punteggio sia piuttosto basso rispetto al suo. Io vado da un sessanta a un settanta, proprio raramente arrivo ad un punteggio intorno agli ottanta. Questo perchè appunto io spesso e volentieri ho un sonno leggero oppure attraverso molto la fase REM e durante la notte io è un continuo lavoro, lavoro lavoro perchè ho pensieri su pensieri, sogni su sogni e quindi al mattino mi risveglio stanca, sfinita, a volte proprio sfinita. In questo ultimo periodo un pochettino meno però, insomma, ho affrontato periodi in cui io mi svegliavo la mattina che dicevo al mio ragazzo: ""Quant'è stato faticoso questa notte gestire i bambini, organizzare questo e quest'altro, la danza"", un po' quello che rientra un po' nella mia quotidianità, no? E insomma, è sempre stato molto pesante. E insomma anche lui mi ha detto che anche sua madre ha questo problema e abbiamo parlato della clinica del sonno, che io non sapevo nemmeno ci fosse, a Pisa, da inesperta quale sono, e poi abbiamo parlato del fatto che io quasi tutte le sere o quasi insomma tutti i giorni, nel momento in cui mi metto sul divano a guardare le serie TV, anche se è alla serie TV che più mi piace o il film che più mi può piacere io faccio una fatica immane e quindi crollo, mi addormento anche se non vorrei. E insomma parlavamo di questo, che tipo il mio ragazzo dice che lui non si addormenta mai, è proprio rarissimo che si addormenti nel mentre che sta guardando una cosa che a lui piace, ma anche se guarda un film che proprio non gli interessa lui non riesce ad addormentarsi di fronte ad un televisore, soprattutto se è sul divano. E invece per me è proprio la combo perfetta, televisione-divano, nel giro di due minuti crollata. E quindi magari abbiamo detto: ""Ci potrebbe essere una correlazione tra questo mio problema e la qualità del mio sonno?"", cosa che poi appunto mi verrà detta da voi spero, e niente. Insomma, c'erano questi pensieri, nella nostra testa. Comunque mi sento molto bene, mi ha fatto piacere stare a parlare con questo mio amico, in giardino, a casa, mantenendo le distanze. E poi siamo arrivati ad una fase in cui siamo un pochettino stanchi, sì, cerchiamo sempre di rispettare le regole, però non ci vietiamo appunto di vedere un amico mantenendo la distanza all'aperto, e poi con le mascherine, quindi figuriamoci. Siamo più che sereni, però soprattutto siamo sereni delle passeggiate che in questo periodo facciamo all'aria aperta, molto spesso con il mio cagnolone, altre volte non in sua presenza, come ad esempio oggi e niente, quindi, sono felice e per ora le mie gambe stanno reggendo bene, non stanno risentendo troppo dei chilometri su chilometri di questi giorni e soprattutto di oggi.";2217;;;;4389;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL077;DL077;;Io che ero con delle persone. Uhm eravamo al mare, in spiaggia. E avevamo tipo una specie di tesoro sotterrato sotto la sabbia lì appena entri in mare. E lo prendevamo e lo portavamo fuori. Noi a turno ci immergiamo, senza niente, per andare a prendere queste cose sott'acqua e portarle fuori, ma ci sono dei nemici in tutta la storia. E questi nemici uhm ci inseguono e ci danno la caccia. E noi lasciamo dei segnali per capire, quando siamo sott'acqua, se poi quando usciremo fuori ci sappiamo che ci sono dei nemici.;2218;;;;519;1;1;;;;;;;;D;87;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL010;DL010;;Stavamo scegliendo un mio outfit per qualche motivo e stavamo dicendo che sembro sempre più piccola con un determinato outfit.;2219;;;;126;1;1;;;;;;;;D;72;0;0;;;;;;2;;;0;;;;;;;;;;;;;;;;;;;
DL104;;;Sono tornata a casa da un pomeriggio passato a [PLACE1] con il mio ragazzo e i nostri amici. Avevo fatto una bella giornata e adesso siamo tornati a casa. Ci prepariamo la cena e penso guarderemo la finale di Sanremo.;2220;;;;217;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL157;DL157;;C'era una donna che parlava del sogno e questa donna non si vedeva. E diceva che è molto più difficile ricordare e raccontare i sogni che sono composti da parole piuttosto che i sogni che sono composti prevalentemente da immagini. Quindi questa donna parlava del sogno in generale e diceva che è molto più difficile descrivere i sogni che descrivere quando diciamo, sì, il sogno è soltanto composto da parole.;2221;;;;409;1;1;;;;;;;;D;88;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL014;;;Stavo pensando a ciò che devo portare a casa domani, quindi all'organizzazione del bagaglio.;2222;;;;92;0;0;;;;;;;;W;88;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL013;DL013;;Mi rimboccava la coperta un mio ex ragazzo che si chiama [NAME1].;2223;;;;65;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL116;DL116;;Mio marito mi faceva le corna, avevo scoperto questa cosa e quindi è stato tutto un susseguirsi di cose sempre più complicate.;2224;;;;126;1;1;;;;;;;;D;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL211;DL211;;Mi aggiravo, di notte, però era una strana notte, non era buio buio, c'era come se ci fosse la luce che rischiava vagamente, forse c'era la luna piena. In un bosco non fitto. E camminavo. E sentivo di sapere dove andare, però non riconoscevo la strada, cioè non riconoscevo dove stavo. Però sapevo che dovevo andare in quella direzione.;2225;;;;336;1;1;;;;;;;;D;88;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL056;;;Sono un po' in mezzo al casino perché mi trovo in città e ho svolto questo mio primo lavoro, primo giorno di questo nuovo lavoro, part-time, un tutoraggio di una persona anziana e che mi metteva molta ansia perché è una persona un po' problematica, ma invece, almeno con me oggi, si è risolto bene, e quindi diciamo che mi sento soddisfatta da almeno questo punto di vista, soddisfatta e mi guardo intorno, vedo che la gente ricomincia a vivere, e quindi insomma, diciamo, era quello che pensavo quando sono uscita da lì, dalla casa famiglia. E poi mi chiedevo anche, no? Il senso di questo stare insieme e stare insieme a condividere le anzianità e i disagi, insomma. ;2226;;;;669;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL148;DL148;;Ci stavamo trasferendo, stavamo a fare un trasloco e c'eravamo scordati delle cose, ma era successo qualcosa. Ero con mia madre, un'altra amica di mia madre, mio fratello.;2227;;;;171;1;1;;;;;;;;D;85;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL166;;;Mi trovavo a un test di alcune macchine fotografiche Sony. E in un contesto sportivo, quindi ero a fotografare gli allenamenti del [INSTITUTION1]. E' stato un evento nuovo per me, quindi mi ha suscitato particolare interesse, soprattutto perché provavo corpi macchina e per quanto riguarda le macchine fotografiche, che io non ero ancora abituata ad utilizzare e quindi per me è stata una cosa piacevole, un'esperienza piacevole ed interessante.;2228;;;;445;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL049;;;Allora, ero con il fratello della mia ragazza e stavamo studiando Dante, la vita e le opere in generale perchè gli do ripetizioni di italiano, storia ed altre materie, diciamo al bisogno. E quindi ero molto contento di quello che stavo facendo, perchè studiare Dante, comunque sia a cercare di riproporlo in maniera avvincente al fratello della mia ragazza è una cosa che mi piace moltissimo e oltretutto era particolarmente piacevole, perchè la luce che veniva da fuori la finestra era particolarmente tenue, era veramente soffice. A me un tipo di luce così mi piace veramente tanto e mi fa stare veramente bene. E nel frattempo ecco la mia mente vagava quindi per le varie tematiche di studio che stavamo affrontando e alla genialità di Dante.;2229;;;;745;0;0;;;;;;;;W;91;0;0;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL070;DL070;;Una grande scocciatura perché avevo mille cose da fare e bisognava farle tutte, quindi ero un po' scocciata perché dovevo fare mille cose e correre per farle tutte, ecco.;2230;;;;170;1;1;;;;;;;;W;90;1;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL107;;;Non ho fatto niente di particolare. Stavo guardando un po' la TV e guardando il telefono perché ho finito pranzo da poco. E quindi siamo, ecco, in fase relax qui a casa. Stavo organizzando solo per l'orario per cose da fare oggi pomeriggio, però, ecco, ero rilassata, non stavo facendo niente di particolare, insomma.;2231;;;;317;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL213;;;Oggi mi trovo a scuola, insieme alla bambina con una disabilità fisica. Però, mi trovo molto bene e... percepisco la sua dolcezza nonostante non la possa comunicare, quindi mi sento tranquilla, allo stesso tempo un po' impotente perchè non sono molte le cose che si possono fare per aiutarla. Però ecco, sono un po' stanca ma tranquilla.;2232;;;;337;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL062;DL062;;"Alla fine di un cammino di qualche tipo, eravamo in diversi, e arriviamo in una sorta di ristorante dove però siamo tantissimi che avevamo delle sorte di righe colorate, su cinque colori tipo il verde, il giallo, il blu, il rosa insomma, dove dovevamo mangiare qualcosa di verde perché c'era una motivazione, era verde qualcosa, comunque un verde oliva. E quindi cercavamo sempre quello giusto dove fermarci ma non ne trovavamo uno, fino a che ci siam fermati a uno dove non aveva questa roba verde, e ho detto: ""Ma qui non va bene, bisogna cercare questa cosa sul verde"", ma vabbè. Sicché insomma riusciamo a arrivare a un altro che aveva questa striscia verde, pallino verde, ehm questa decorazione diciamo, come se fossero tipo delle mattonelle con delle righe oppure delle mattonelle con dei quadri boh. Ehm e queste di ceramica. Insomma riusciamo a fermarci e chiediamo se possiamo mangiare dicendo che però siamo in tanti e che una parte era arrivata adesso e una parte arriverà entro le tipo otto e mezzo. E la ristoratrice si è tanto raccomandata, quando gli avevamo detto che però... e quindi abbiamo cominciato a farci la doccia e eravamo pronti. Quando la ristoratrice si è accorta che non eravamo ancora arrivati tutti si è innervosita perché ha detto che se non fossimo andati in tempo il ristorante sarebbe stato in palla diciamo, non sarebbe stato in grado di di servire noi più le altre persone che normalmente c'erano.";2233;;;;1435;1;1;;;;;;;;D;87;0;0;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
XDL068;DL068;;"Passavo a piedi da una strada di un paese. Eravamo davanti a una casa singola e grigia. E si affacciava una mia amica e scendeva e mi abbracciava, era tutta contenta di rivedermi e tra l'altro c'era anche la madre. E diceva insomma vieni, faceva entrare in casa e questa stanza molto grande con dei colori sempre tutto sul colori del cemento un po' antico soltanto. E quindi comunque mi diceva ""Sono contenta di vederti, sono molto felice"" e anche io ero contento ovviamente e mi dava questi regali tra cui delle mappe di un cantante che aveva un cognome diverso diciamo però praticamente ehm una mappa con dei monti ehm che erano dei monti di questo cantante. E poi una specie di segnalibro dove c'era praticamente una cartolina insomma ehm che era praticamente una cartolina mai arrivata, era in una busta di plastica un po' vecchia con dentro delle piccole monetine e poi appunto questa cartina e poi dico ""Io non ho niente per te perché non me l'aspettavo"" e comunque ero molto tranquillo e dicevo vabbè poi mi sdebiterò. E quindi ero molto molto contento di questa riappacificazione.";2234;;;;1088;1;1;;;;;;;;D;85;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL105;;;Sono pronta per tornare a casa, a mettermi in macchina. Ho cercato di mettere a posto tante cose amministrative, organizzare le cose con i dottorandi. Sensazione di stanchezza, ma con un po' di soddisfazione per aver portato a termine un po' di cose. E basta, voglia di tornare a casa.;2235;;;;285;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL214;;;Sono in camera, ho appena finito lezione di italiano, che faccio delle lezioni di conversazione a stranieri, ed è stato molto carino perché questa signora parla molto bene l'italiano e quindi è molto piacevole conversare con lei. Ero un po' in ansia, un po' incerta perché voleva parlarmi riguardo alla possibilità di continuare o meno a fare lezione con me, quindi non sapevo se... avrebbe deciso di continuare o meno, e sono stata molto contenta di sapere che vorrà continuare, e quindi... continuerò a vederla una volta a settimana e mi fa molto piacere.;2236;;;;557;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL150;;;Sono appena uscita dal laboratorio, sono corsa in camera a cambiarmi e mi sento un sacco attiva perché ho tantissime cose da fare. Sto pensando un sacco di cose, però allo stesso tempo sono contenta perché adesso mi prenderò un'ora per allenarmi, rilassarmi, staccare da tutto e concentrarmi solo su me stessa. E niente. Quindi adesso inizierò a fare pilates.;2237;;;;359;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL012;DL012;;Ero in lockdown con una famiglia sconosciuta qui a [PLACE1].;2238;;;;60;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL091;;;Oggi sono abbastanza felice perché torna a casa mia madre, quindi questa sera potremmo cenare tutti insieme. La sera a festeggiare il compleanno mi ha fatto molto piacere con tutti i miei colleghi sono stati molto carini mi dispiacerà, ecco, stare lontano da loro durante le vacanze di Natale. La mia ragazza si è data un sacco da fare, è stata bravissima. Adesso sono impegnato nel lavoro, quindi diciamo che il mio pensiero è sul lavoro principale.;2239;;;;450;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL129;;;Ero al lavoro e sono tuttora molto stanca. Non avevo particolarmente voglia di lavorare oggi ma, insomma, mi ha toccato trovarla la voglia, tanto devi lavorare per forza. E niente, insomma, è stata particolarmente dura a finire la giornata. Niente, i miei pensieri erano un po' vaganti, perché pensavo al lavoro, poi pensavo a un'altra offerta lavorativa da considerare per quando sarà finito questo di lavoro. Pensavo anche a delle amicizie, quando poter incontrare una mia cara amica che non vedo da parecchio. E poi pensavo un po' anche a casa, a quello che faceva il mio compagno. Insomma, la mia testa vagava, passava di fresche in frasche e andava bene così.;2240;;;;664;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL169;;;Senso di rilassamento, quiete, genuino interesse e fascino verso gli scacchi. Al pensiero del torneo di venerdì e sabato, sempre se decido di andarci, sempre se ci andrò come avevo pensato. Ho l'idea di giocare non per vincere, ma giocare per giocare. Calcolare per calcolare. Ho provato in questi giorni, è stato interessante, è un equilibrio. Ammesso che io vada. Sono soddisfatto di alcuni messaggi che avevo scritto recentemente, in particolare quello di un ragazzo disabile che sta cercando qualcuno che lo accompagni qua e là, per lavoro e per le sue uscite di svago nel weekend. E io mi sono reso disponibile, per cui a breve invierò il curriculum, sono sulla strada giusta per cominciare a aumentare la mia generale autonomia economica. Questo mi rende felice, comincio a sentirmi più nella realtà, sono in equilibrio.;2241;;;;826;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL195;DL195;;Ero con mia madre e stavo pensando che mia madre gli aveva fatto bene la fisioterapia che aveva fatto in questo periodo e che stava meglio con il mal di schiena. E poi improvvisamente stavamo parcheggiando con una macchina non mia, quasi un fuoristrada, per portarla dal fisioterapista. E questo parcheggio era un grande prato, un grande prato, e la persona che guidava, che non ero io, ma un mio amico, aveva parcheggiato sul ciglio del prato dove poi c'era un prato scosceso. Aveva parcheggiato con le ruote fuori, e quindi questa macchina era in bilico, era scoscesa e mia madre era dentro. E poi c'era anche lui, e poi c'ero io, sembrava che ci fossi io invece che lui a guidare e aver fatto questo parcheggio. E poi c'era il problema del come far scendere mia madre che era dalla parte del precipizio. E questa macchina in questo prato lievemente scosceso sembrava poter scivolare.;2242;;;;886;1;1;;;;;;;;D;87;0;0;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
XDL191;DL191;;Vedo me stessa che ripasso passo passo le istruzioni per la registrazione dei sogni.;2243;;;;84;1;1;;;;;;;;D;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL167;DL167;;C'era una sorta di persona cinese che portava questi giubbotti di pelle, ma di scarsa qualità. E li dava così, e io ed il mio ragazzo li prendevamo. La mamma del mio ragazzo ed io andammo andavamo a mangiare dal cinese.;2244;;;;219;1;1;;;;;;;;D;85;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL084;;;Ero anche in condizioni di estasi perché quando mangio credo sono felice soprattutto se me lo preparano, se me lo devo preparare io un po’ meno comunque no rimango sempre felice quando poi dopo lo mangio. Non stavo pensando a niente in particolare ecco stavo giocando con il cagnolino e poi dopo mi hanno chiamato in cucina che era pronto. Niente tutto qua. ;2245;;;;358;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL034;;;Ero a casa stavo pensando a questo weekend che verranno i miei genitori qua a [PLACE1] e dovremo fare un po' di cose per la casa dove sto. E poi stavo pensando che oggi ho buttato una giornata perché non è andato niente, non funzionava niente e sono stati persi i dati. E niente. Come sentimenti ed emozioni un po' di stanchezza.;2246;;;;329;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL159;;;Mi trovavo in camera mia sulla scrivania, stavo lavorando al computer per il lavoro, cercando di risolvere dei problemi, dei codici con Python. Ero abbastanza frustrata perché non riuscivo comunque a risolvere questi problemi, ma felice perché c'era un bel sole fuori che mi rendeva contenta considerando la pioggia di ieri. ;2247;;;;325;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
