Code;Txt_francais;D/W;Confiance;Justification
2704;2704 Moi j'étais à vélo, j'allais dans la vieille maison de famille, enfin, à [PLACE1]. Et il y avait un tas de pigeons. Et moi j'étais à vélo, je rentrais à la maison à vélo. Il y avait une voiture derrière moi, qui m'embêtait, parce qu'évidemment moi j'allais là où les pigeons n'allaient pas. Donc ils se déplaçaient vraiment, pas tellement en vols, mais plutôt en essaims, ils ressemblaient à des abeilles tellement ils étaient compacts. De toute façon, je me dirigeais vers la maison dans ces rues du village, que je reconnaissais quand même, même si elles étaient désertes. Et j'arrivais, avec le vélo, devant ces jardins publics, devant chez moi. Je ne reconnaissais pas les immeubles, je reconnaissais plutôt les rues. Et j'arrivais dans ces jardins où avec le vélo je parcourais les chemins à l'intérieur de ces jardins. Et d'ailleurs j'avais aussi l'impression de voir le recteur, [NAME1]. Et je m'arrêtais, parce qu'il n'y avait plus d'animaux, il n'y avait plus ces pigeons qui embêtaient. C'était aussi agaçant, toute la fiente. Et je sentais aussi une sorte d'odeur. L'image du pigeon je l'associais donc à une odeur désagréable. Puis brusquement je montais dans un train avec le vélo, avec ce vélo qui était un vélo de montagne. Donc je montais dans ce train. J'étais seul, au début, puis le wagon se remplissait. Moi j'avais le vélo, donc je devais quand même le garer dans l'espace prévu au-dessus du train. Et donc je l'avais laissé comme si c'était à l'entrée du train, à la porte d'ouverture du train. Et entre-temps le wagon se remplissait. Il se remplissait de touristes, surtout américains et allemands, des couples et aussi des hommes d'un certain âge, grisonnants, avec le ventre habituel. Aussi les chemises à manches courtes à carreaux, les shorts. Nous gardions les fenêtres de ce wagon ouvertes, donc toutes baissées, c'était genre des fenêtres qui glissent vers le haut et vers le bas. Donc l'air passait. Mais j'entendais un bruit, c'était comme s'il y avait un bourdonnement continu. Le train partait, tout le monde avait maintenant occupé les quelques places assises qui existaient. Et donc moi je restais debout. Je restais debout, aussi un peu pour surveiller le vélo, qui entre-temps était fermé dans le compartiment d'à côté. Brusquement, je le retrouvais fermé dans un compartiment, c'est-à-dire que j'imaginais qu'à l'extérieur de ce wagon se trouvait un compartiment avec mon vélo. Et entre-temps nous partions, je sentais que nous étions dans cette longue route droite, qui cependant commençait à tourner. Je sentais encore ce bourdonnement, ce n'était pas un bourdonnement de machine, mais c'était un bourdonnement animal. Pratiquement c'était un de ces méga frelons qui font peur, pratiquement, qui bourdonnait près de cet homme, un Américain avec plus ou moins le même style qu'avant. Et ce bourdonnement était agaçant, donc j'éprouvais une sensation d'agacement. Mais l'agacement était ensuite déterminé par le fait que, malgré la présence de la fenêtre grande ouverte, ce frelon était toujours là, bourdonnait toujours à l'intérieur du train au niveau devant la fenêtre ouverte. Mais il n'arrivait pas à sortir. Et c'était comme s'il avait été attaché à la paroi du wagon, justement au-dessus de la tête du monsieur qui était assis devant la fenêtre, comme s'il avait été attaché à la paroi du train avec un petit câble. Et quand il s'approchait de la fenêtre, il revenait en arrière. Et donc nous étions tous aussi un peu effrayés, parce que nous entendions ce bourdonnement très fort, mais il ne sortait pas et donc c'était agaçant. Puis, enfin, le train tournait, arrivait à tourner et ce frelon n'arrivait plus à rentrer. Donc, enfin, il était piégé dehors. Évidemment nous ne remontions pas la fenêtre, mais il ne rentrait pas. Sensations de gêne, mais aussi de curiosité. Pas de peur, mais vraiment un sentiment d'agacement.;;;
2705;2705 Avec mon mari nous habitions dans un très grand immeuble du centre historique et nous nous étions retrouvés enfermés dehors de la maison avec l'actuelle propriétaire de la maison, nous cherchions le moyen de rentrer et elle avait réussi à trouver le moyen d'ouvrir ces portes très grandes et très anciennes. Et puis, toujours dans ce grand immeuble du centre historique j'avais découvert que le papa de la propriétaire était mort le jeudi précédent et je n'avais pas été au courant et donc j'essayais de lui présenter mes condoléances, mais elle, évidemment, de manière très rigide et distante me disait : « Laisse tomber. »;;;
2706;2706 Je suis au travail le samedi après-midi. La première matinée que je travaille le samedi cette année et je pense que finalement ce n'est pas si mal. Ici au travail il y a une excellente ambiance, un excellent environnement avec les collègues et je suis restée aujourd'hui justement à déjeuner avec une collègue à moi. Et c'a été vraiment très agréable et relaxant.;;;
2707;"2707 J'étais chez mon petit ami et... je pensais qu'à sept heures et demie je dois être à la salle de sport et lui aussi joue à sept heures et demie. Donc je pensais à organiser l'horaire pour se voir après, pour manger une piadina dehors. Donc, je réfléchissais à l'horaire, je réfléchissais à quoi mettre, à emporter toutes mes affaires de chez lui, puis il a un chat, donc, pendant qu'il se préparait je caressais le chat et je l'enviais lui qui avait le chat parce que je le désire tant moi aussi... et à penser à quel point il était doux. Puis... je pensais à Barcelone, parce que mon amie m'a dit qu'elle m'avait rêvée en train de lui dire que je ne vais pas bien ici, que tout me semble trop étroit et donc je partais habiter à Barcelone et je lui ai dit qu'elle avait deviné juste, pour le fait que je me sens à l'étroit, que puis disons que l'idée d'aller à Barcelone n'est pas si lointaine, donc je pensais à ça et... ce serait beau de partir, j'en parlais aussi hier soir et je pensais que je voudrais m'en aller, je n'en peux plus de rester ici. Tout trop à l'étroit, tout trop pareil, toujours les mêmes endroits, les mêmes choses, on n'arrive pas à faire autre chose ; les amitiés que tu as sont presque toutes pour ainsi dire... toutes font les mêmes choses, donc... un peu comme ça. Mais je pensais aussi que je suis contente d'avoir [NAME1], mon petit ami, parce que c'est la seule personne décente que j'aie jamais rencontrée, comme je l'aime, comme je le veux, en tout, il n'y a pas une chose qui ne va pas et lui pareil. Donc nous sommes très attachés l'un à l'autre. Partir dans un futur c'est difficile parce que je crois que chacun veut ensuite faire ses propres expériences, dans le sens individuelles, voyager seul etc., puis peut-être ensemble on ne sait jamais, dans un futur. Et... rien, plus ou moins je pensais à des choses assez tranquilles, voilà : la salle de sport, à ce que je fais ce soir, à quoi je me mets parce qu'il fait froid et... oui, je veux un chat.";;;
2708;2708 Je suis ici à la maison aujourd'hui aussi. J'ai fait différents travaux au jardin et je suis un peu fatigué, donc en ce moment je me reposais. Je n'ai pas de gros engagements pour la soirée. J'ai eu l'occasion d'entendre mes amis aujourd'hui qui se sont retrouvés pour Pâques, et ça me laisse un peu une pensée le fait que certainement, je ne serai pas en mesure de les voir lors des prochaines fêtes, entre le vingt-cinq et le premier. Ce qui me laisse un peu songeur. Mais enfin, tout compte fait les choses vont bien.;;;
2709;2709 Je vais aux bureaux de vote comme scrutatrice, j'espère finir tout de suite maintenant, mais dès que je rentre à la maison je dois trouver absolument une place pour le kimono, parce que sur le lit de ma sœur il se détériore et c'est tout, donc je dois lui trouver quelque chose et aussi lui donner de l'anti-mites, pour le préserver un peu plus.;;;
2710;2710 J'étais dans le train et je le lisais entre une voiture et l'autre après que dans les minutes précédentes juste après le départ de [PLACE1], effectué un peu en hâte, parce que nous avions dû faire les choses à la hâte et moi cette chose ne me plaisait déjà pas, parce que si ça n'avait tenu qu'à moi je serais arrivé plus tôt et au lieu de ça bon le car m'avait fait perdre du temps et donc j'étais déjà un peu disons en colère contre moi-même et puis je me suis retrouvé à devoir gérer beaucoup de personnes qui n'étaient pas à la bonne place, ne portaient pas le masque, surtout il y avait un groupe de voyageurs étrangers, je crois de l'est de l'Europe tous regroupés ensemble, sans masque... ils m'ont vraiment mis en colère, parce que déjà en passant à l'aller je leur avais dit de mettre le masque puis ils ne le remettaient pas, je me sentais pris pour un idiot, mais moi de toute façon j'étais trop en colère, donc probablement je me rends compte qu'étant en colère disons je ne cachais pas cet état de moi. Et donc probablement inconsciemment je défoulais aussi ma colère sur eux et donc il se créait un effet un peu d'escalade. Nous étions partis depuis peu, je venais de finir de régler tout le monde et j'étais justement dans un moment de relâchement parce que j'étais vraiment dans un état de malaise, voilà, disons comme ça. De malaise parce que de fatigue aussi vraiment parce que puis j'ai ce sens du devoir parce que de toute façon aussi envers les autres personnes... donc c'est une situation qui est très agaçante, voilà.;;;
2711;2711 Pratiquement j'étais au bar, avec des amis, pour organiser un weekend à la montagne, et je me suis rendu compte que je perdais très souvent la concentration, en les écoutant en réalité. Et je ne sais pas si c'est dû, peut-être aussi au bruit qu'il pouvait y avoir au bar... Mais voilà, je me sentais un peu détaché, un peu absent, voilà. Et un peu fatigué, voilà.;;;
2712;2712 Une maladie, une cabane faite de roseaux, surélevée. Des souris qui étaient torturées, utilisées comme cobayes de laboratoire, et il y avait moi qui étais un peu...;;;
2713;2713 Donc, j'avais [NAME1] euh debout devant moi, nous parlions et il me regardait de haut avec ses larges épaules, avec les yeux acérés, jugeants et aussi un peu investigateurs, et nous discutions. Et moi je restais là figée, bloquée avec je crois l'estomac noué.;;;
2714;2714 J'étais quelque part dehors. Et j'admettais que ce n'est pas toujours suffisant d'étudier toutes les variantes. Étudier les échecs, s'investir et faire ce que dit le psychothérapeute. Certaines choses ont un état, certaines personnes ont des dynamiques psychologiques profondes. Et cet ami à moi qui s'était fait mal à un pied avait fait le tournoi avec d'excellents résultats. Je me sentais un peu incertain parce qu'on aurait pu me voler des choses que je gardais dans la voiture depuis d'autres nuits. J'éprouvais de l'anxiété, je me sentais mal à l'aise parce que c'est comme si tout le monde pouvait être contre moi. Alors je faisais toutes les choses avec un peu de circonspection. Je m'assurais d'être assis, fermé dans la voiture. Parce que les autres étaient d'autres concurrents qui faisaient tout pour gagner.;;;
2715;2715 J'étais au téléphone avec une amie à moi et nous faisions des réflexions sur les hommes sur les diverses expériences, etc. etc. Donc tout un programme.;;;
2716;2716 Nous regardions des dossiers avec des collègues relatifs à un projet de restauration d'une forteresse.;;;
2717;2717 J'ai été parler avec des amis. J'ai vu et écouté des histoires après longtemps que je n'entendais pas, j'ai éprouvé des sensations de bien-être, de partage, d'accueil et aussi d'émotion dans beaucoup de moments de conversation avec eux. De plus ma filleule a présenté un livre et moi je lui ai fait l'interview et les questions et ça aussi m'a fait expérimenter et ressentir de bonnes émotions de gratitude, de fierté, de satisfaction. Aujourd'hui ça a été une journée comme ça, positive, très joyeuse et donc... maintenant en ce moment je me suis enfermée dans la salle de bains parce qu'il y a encore les amis pour faire cet enregistrement mais... je suis dans la joie.;;;
2718;2718 Mon état d'esprit est d'une grande anxiété et contrariété et c'est lié au fait que pour une série de circonstances pas facilement vérifiables fréquemment mon téléphone portable s'est bloqué. Je n'ai pas réussi à le faire redémarrer avec le PIN, je n'ai pas avec moi la carte originale donc je ne peux pas récupérer les données PIN et PUK et donc j'ai vérifié ce que signifie vivre sans portable, en se sentant déconnecté du monde aussi bien pour ce qui est des messages que pour ce qui est des appels, j'ai vérifié que si quelqu'un m'appelle je ne suis pas joignable. Donc mon état d'esprit de cet après-midi a été fortement conditionné par cette circonstance qui conditionne l'après-midi et les prochaines heures. J'espère trouver une solution.;;;
2719;2719 J'étais dans une cuisine, et j'avais affaire à des myrtilles, en tout cas des fruits rouges.;;;
2720;2720 J'étais dans une maison presque au bord de la mer, une sorte de maison sur pilotis, où je parlais avec une dame, autour de nous il y avait d'autres personnes. C'était une situation assez détendue et agréable aussi. Les couleurs étaient belles, nettes, vives et on discutait de tout et de rien avec d'autres personnes qui étaient autour de nous. Et puis il y avait quelqu'un qui venait m'appeler et je me retrouvais ailleurs. Et il y avait ma collègue et je l'aidais à ranger, je l'aidais à faire du rangement dans une sorte de petite mezzanine où il y avait beaucoup de choses aussi inutiles, et nous les rangions ensemble. Il y avait des couleurs et il y avait les voix de ces personnes avec qui je parlais.;;;
2721;2721 Je partais pour un voyage, mais ensuite j'étais sur le bateau, un peu sur un train, puis sur un avion. J'avais très très peur et quand on atterrissait il y avait cet aéroport qui était très court. Et de l'autre côté il y avait pratiquement la mer, donc on ne s'arrête pas, on ne s'arrête pas. Puis nous nous sommes arrêtés et je suis descendu et là j'étais à nouveau dans un train et là dehors il y avait une foule de gens qui m'attendaient, qui me disaient : « Prend le bus. » Je prenais le bus, sinon on arrive tard, et je partais seul à pied.;;;
2722;2722 Journée de travail à l'hôpital, et très épuisante, j'ai lu, j'ai lu distraitement un livre en pensant peu ou à rien, heureusement. Et en pensant en réalité à quoi manger ce soir et au manque d'envie que j'ai en ce moment d'aller faire les courses parce que je dois absolument aller faire les courses parce qu'il n'y a plus d'eau à la maison. J'y vais maintenant à huit heures, ma petite amie sort pour aller dîner chez une amie et moi je vais faire les courses.;;;
2723;2723 Je suis chez mon amoureux et je m'apprêtais à commencer un livre qui s'appelle Ember, que ma mère m'a conseillé, étant donné que j'étais déjà en train de lire Chambre avec vue, mais je l'ai oublié à [PLACE1], et donc, en attendant, pour ne pas rester sans rien lire, je voulais avoir une sorte de bouche-trou, qui cependant fait neuf cents pages. Et voilà. Et donc effectivement je pensais au livre et je lisais les commentaires qui sont au dos, en évitant de lire en revanche l'intrigue qui se trouve au dos, parce que très souvent, elle n'est pas dépourvue de spoilers. Et voilà, jusqu'à tout à l'heure je déballais, des sachets qui sont arrivés à mon amoureux, qui joue au yu-gi-oh, malgré ses vingt-trois ans, et donc j'étais concentrée là-dessus. Aujourd'hui je suis un peu moins fatiguée par rapport aux autres jours, et donc aussi mentalement un peu plus détendue, parce qu'étant très hypocondriaque, quand je suis fatiguée je commence à me faire toute une série de paranoïas selon lesquelles j'ai des maladies très graves, alors justement aujourd'hui je suis beaucoup plus insouciante, voilà.;;;
2724;2724 J'ai eu une présentation et j'étais assez occupé. De toute façon, en allant fouiller les sensations éprouvées j'étais assez occupé. Des images visuelles je n'en avais pas, étant une situation purement pratique et rien de particulier.;;;
2725;2725 Une fille que je connais devait se marier, mais elle ne voulait pas dire qu'elle allait se marier. Et donc elle essayait de garder ce mariage secret de toutes les façons. Et nous essayions de lui dire : « Eh bien mais au moins à cette personne tu dois le dire parce que sinon après c'est pire, essaie de garder, de faire les choses proprement et de ne pas offenser, dans le sens de ne pas tenir dans l'ignorance des personnes qui auraient peut-être voulu savoir cette chose de toi pour, boh, avancer dans leur propre vie ? »;;;
2726;2726 Je suis sortie maintenant du travail et je viens de rentrer. J'ai fait le voyage de retour. Et je suis très fatiguée mais bon, en réalité comme spectacle j'ai vu un récital de danse et j'ai pensé tout le temps, aussi justement, pendant que je rentrais à la maison, à comment c'était quand je faisais de la danse moi quand j'étais petite. Boh, déjà il y avait plein de parents pour voir les enfants donc c'est-à-dire que j'imagine les miens, qui sont eux aussi venus voir ces récitals. Et boh, je ne sais pas presque un peu de nostalgie quand je faisais de la danse, j'ai pensé à ça. En réalité puis j'étais dans le métro et le métro était aussi assez plein parce que de toute façon boh, peut-être vendredi soir, donc le retour aussi a été très tranquille mais moi justement j'étais absorbée dans ces pensées.;;;
2727;2727 Nous finissions de manger moi avec la famille. Depuis peu j'avais fini de donner à manger à ma fille et nous mangions nous, maintenant vers la fin. Entre-temps nous avions commencé à regarder le journal télévisé régional et voilà, c'était comme ça. Un moment de pause déjeuner très chaud, donc pas trop de pensées non plus parce que enfin, on suffoque. Mais avec en tête les activités à faire l'après-midi, différentes bonnes intentions pour continuer la journée. Plus ou moins ça.;;;
2728;2728 Il y avait deux personnes qui garaient la voiture en double file puis la déplaçaient parce que ça gênait en double file, parce que l'une disait à l'autre que ça gênait. En revanche celle qui voulait garer en double file avait décidé d'aller genre chez un médecin, et il y avait une autre personne qui était malade, elle était en fauteuil roulant, ils portaient cette autre personne. Et cette personne allait très mal et voilà, ils l'ont portée chez le médecin et ils lui ont dit quelque chose de mauvais. En effet c'était quelque chose de mauvais et voilà. Celle qui était en fauteuil roulant, qui était le père de celle qui voulait garer en double file. C'était genre [PLACE1] l'endroit où ils voulaient garer en double file, parce qu'il y avait des monuments historiques. C'est comme si cette personne qui était en fauteuil roulant qui était le père de l'autre personne était devenue mon grand-père et moi je pleurais et j'allais mal.;;;
2729;2729 Pratiquement je retrouvais mon ex après de longues années et il avait énormément changé. Et cependant genre nous commencions à nous dire que nous nous manquions, et nous avions une conversation sur tout ce qui s'était passé, assez lourde.;;;
2730;2730 J'étais disons un peu inquiet pour certaines choses, certaines affaires professionnelles, disons. Je pense qu'un peu le cauchemar de cette nuit a quand même conditionné l'état d'esprit d'aujourd'hui. Mais peut-être plus la fatigue et la colère d'hier qui ont influencé cette nuit. Déjà aujourd'hui de toute façon ça va mieux par rapport à hier, donc je pense que c'a été le jour d'avant. Sinon pour le reste tout assez régulier.;;;
2731;2731 J'étais chez une amie à moi et je l'ai aidée à ranger dans le salon parce qu'il y avait un peu de saleté, rien de bien méchant enfin des choses d'une fête probablement, euh et puis ses parents voulaient faire l'apéritif à emporter, mais ils n'avaient pas de petite monnaie à disposition donc je leur ai laissé cinq euros. Je repartais de chez elle et je rentrais vers chez moi, et je traversais c'est-à-dire un endroit à [PLACE1] où il y a un virage un peu mauvais, sur un pont, donc je traversais et comme j'ai traversé la voie dans l'autre voie il y avait une série de garçons, de la place [PLACE2], tous au téléphone et personne qui regardait la route, donc voilà je me mettais en colère, une fois qu'ils furent passés j'ai traversé la rue, et j'ai commencé à invectiver contre ces personnes et il y avait aussi toute une série de personnes à pied en revanche, que je connaissais aussi certains amis de ces garçons de la place [PLACE2], d'autres non, qui m'entendaient invectiver et me faisaient « qu'est-ce qui se passe ? » et moi « non rien je vais leur dire en face à ces » peut-être idiots.;;;
2732;2732 J'étais en voyage avec mon ex petit ami, et à un certain moment je lui dis que je veux conduire, je préférais conduire moi pour une raison quelconque. Et pendant le voyage nous nous arrêtions en certains points où il y avait des comiques qui faisaient des sketches, aussi tirés de certains films, parfois. Et pourtant genre ils les faisaient comme ça, au milieu de la rue, probablement seulement pour nous parce qu'il n'y avait pas d'autres personnes. Il n'y avait pas de public, simplement il y avait ces personnes dans la rue qui faisaient ces sketches comiques et nous pouvions intervenir, nous pouvions jouer nous aussi, à quel point ça n'était plus jouer, mais c'était comme si nous étions vraiment en train de faire ce sketch dans la réalité.;;;
2733;2733 Un chirurgien se sentait mal en salle d'opération et de là tout un bazar vraiment, parce que puis ils n'arrivaient pas à trouver la veine mais moi j'étais tranquille, je donnais de bonnes espérances, « tranquille, tranquille ».;;;
2734;2734 J'étais dans une bibliothèque en train de lire avec un livre, j'étais en train de dénicher quelque chose.;;;
2735;2735 Comme c'arrive souvent, j'étais en voiture, venais juste de monter en voiture, donc probablement encore dans les environs de [PLACE1]. Et cependant aujourd'hui ça a été différent parce que j'avais dans la voiture ces trois camarades de cours qui ont raté le train, et pas de leur faute. Enfin, par la faute de Trenitalia, comme toujours et à [PLACE1]. Une fille devait aller à [PLACE2], un autre garçon à [PLACE3], une autre à [PLACE4]. Donc tout le monde devait retourner à la gare à [PLACE5] pour prendre le train et donc je les ai accompagnés. Donc aussi pour cette raison ça a été un peu différent de d'habitude et plus de gaieté en général. Puis les jours de cours se terminent, ceux de stage commenceront la semaine prochaine. Donc, enfin, il y a un esprit un peu différent. La journée n'est pas particulièrement belle, mais elle s'est un peu améliorée depuis ce matin, ça allait mal un peu, il pleuvait. Rien de pensées comme d'habitude, mais un peu moins que d'habitude, disons aujourd'hui. C'est une journée un peu meilleure que les autres ?;;;
2736;2736 J'étais au cinéma et je regardais le téléphone une seconde, et pratiquement une dame derrière moi se levait, regardait la place où j'étais et puis se mettait à crier au milieu de la salle que je devrais sortir parce qu'avec mon téléphone je lui gâchais la vision, donc moi je m'excusais, je disais que je ne le ferais plus mais elle était vraiment assez inflexible et donc nous nous sommes mis à nous disputer. Sur ce le gérant de la salle d'un cinéma avait dit qu'il n'y avait pas de gros problèmes mais derrière mon ami il y avait des filles qui lui faisaient des compliments, s'il avait de beaux cheveux comme ça, et pratiquement elles invitent lui et personne d'autre à aller prendre quelque chose, mais pour aller prendre cette chose moi j'aurais dû prendre un train pour les rejoindre sans avoir été invité, j'essaie de le faire parce qu'il y a une fille là-bas qui me plaît beaucoup, elle était brune aux cheveux longs, un beau nez. Pratiquement je prends le train, je ne fais pas le billet parce que je l'oublie, j'étais vraiment en toute hâte et pendant ce temps je les cherche entre les wagons, il y a le contrôleur qui a les traits d'une candidate de Masterchef qui cependant me connaît. Je l'appelle par son nom je dis que j'ai le billet mais que je dois fuir, en fait je pensais l'avoir fait donc je dis « regarde si tu veux je peux aussi te le montrer mais maintenant c'est-à-dire enfin si tu me fais confiance je dois aller chercher ces amis à moi », elle me dit « ne t'inquiète pas vas-y tranquille », moi cependant j'avais déjà presque ouvert le portefeuille pour montrer que j'avais le billet et je me rends compte que je ne l'ai pas.;;;
2737;2737 Je viens de rentrer à la maison. C'est-à-dire non, juste non. J'ai dîné, je me suis rangée. Je refaisais le lit mais je repense à l'enregistrement, aujourd'hui j'étais à l'université jusqu'à tard. De toute façon rien. Maintenant en ce moment je suis peut-être un peu songeuse, à propos de beaucoup de choses. De toute façon fatiguée.;;;
2738;2738 J'étais sur un terrain de football, avec mon équipe de football de quand j'étais plus petit. Et voilà, il y avait l'entraîneur et je me souviens bien que enfin, il nous avait pris moi et un ami à moi, justement pour nous faire nous entraîner spécifiquement sur des mouvements, sur des, enfin, des technicités. Et en réalité, justement, il était aussi un peu en train de nous gronder, ou du moins, enfin, en faisant remarquer certains, enfin mouvements que nous devions améliorer. C'a été aussi avec un peu de pression. Mais enfin c'a été sympa.;;;
2739;2739 Je sors, aujourd'hui c'est dimanche, donc je prends une pause, nous allons faire une promenade, je vais voir un lieu [INSTITUTION1], qui est ouvert pour l'occasion, et je suis curieuse, on va voir ce château à [PLACE1], qui est assez proche de chez nous, mais je n'y suis jamais allée, je ne l'ai jamais vu, donc je suis curieuse d'y aller, c'est tout.;;;
2740;2740 J'étais heureuse. Puis je me suis rappelée que je devais venir enregistrer à nouveau et je dois dire que maintenant cette chose me perturbe un peu, parce que c'est-à-dire je vis avec l'anxiété de devoir enregistrer toute ma vie. Mais j'étais très heureuse. J'avais des pensées heureuses, j'étais en compagnie, je m'amusais. Je ne pense à rien quand je m'amuse, je pense seulement que je m'amuse. Je prépare les choses de Noël. Donc j'étais très heureuse. Je pensais seulement que je voulais finir, que je suis en retard. Que j'ai l'anxiété de ne pas arriver. Mais que j'ai l'envie de vouloir continuer. Autour de moi il y a le chaos, beaucoup de choses sur la table. Mais je suis heureuse. Beaucoup de bonheur.;;;
2741;2741 Je pensais à comment utiliser des méthodes que je viens juste de lire dans un article pour mon travail, pour mon projet, puis que je dois encore beaucoup étudier et travailler énormément, puis j'ai pensé que j'espère que pour Noël ils nous libèrent du confinement comme ça je peux aller faire un tour, voir les amis qui me manquent, puis j'ai pensé que je suis en train d'aller seule dans ma chambre pour enregistrer donc j'ai rencontré, c'est-à-dire j'ai vu le collègue un peu désespéré, j'ai pensé que nous sommes tous dans le même bateau, j'ai rencontré [NAME1] et j'ai pensé, c'est un autre de mes collègues, j'ai pensé que je dois m'entraîner et que je dois me mettre au régime, et c'est tout, puis j'ai pensé que je dois faire cet enregistrement et voilà maintenant j'enregistre.;;;
2742;2742 J'étais sur le lit détendue, en essayant de ne pas penser à la douleur aux dents que j'ai, étant donné que j'ai fait le détartrage et donc j'essayais de me détendre et de ne pas penser à la douleur.;;;
2743;2743 J'ai garé la voiture et je suis rentré à la résidence. J'ai parlé avec maman au téléphone, ce qui m'a un peu énervé, parce qu'elle a commencé à parler des choses habituelles qui m'embêtent et elle sait qu'elles m'embêtent un peu. Puis je suis arrivé à la résidence, je suis allé saluer mes amies en salle d'étude. Et voilà, j'ai fait un peu l'idiot avec [NAME1] et [NAME2], donc je me suis amusé et maintenant je suis dans la chambre et je dois prendre une douche.;;;
2744;2744 Je pense continuellement au retour en septembre, au travail et au retour à la maison.;;;
